,Unnamed: 0,brewery_id,city,country,lat,lng,location,state
0,0,1,Plzeň,CZ,49.7384314,13.3736371,"Plzeň, CZ",
1,1,2,San Antonio,s_id,29.4251905,-98.4945922,"San Antonio, TX, s_id",TX
2,2,3,Covington,s_id,30.4754702,-90.1009108,"Covington, LA, s_id",LA
3,3,4,Portland,,45.515232,-122.6783853,Portland,
4,4,5,Yakima,US,46.6020711,-120.5058987,"Yakima, WA, US",WA
5,5,6,Ninove,,50.83364359999999,4.0187415,Ninove,
6,6,8,Portland,,45.515232,-122.6783853,Portland,
7,7,9,London,,51.5072178,-0.1275862,"London, GB2",GB2
8,8,11,Allston,US,42.3555087,-71.1328247,"Allston, MA, US",MA
9,9,12,Cambridge,US,42.3736158,-71.1097335,"Cambridge, MA, US",MA
10,10,13,Boston,US,42.3600825,-71.0588801,"Boston, MA, US",MA
11,11,14,Cambridge,s_id,42.3736158,-71.1097335,"Cambridge, MA, s_id",MA
12,12,15,Cambridge,s_id,42.3736158,-71.1097335,"Cambridge, MA, s_id",MA
13,13,17,Boston,s_id,42.3600825,-71.0588801,"Boston, MA, s_id",MA
14,14,18,"Cinderford, Gloucestershire",GB,51.825303,-2.5009579,"Cinderford, Gloucestershire, GB",
15,15,19,,,,,,
16,16,20,Westminster,s_id,42.5459227,-71.9106308,"Westminster, MA, s_id",MA
17,17,21,Breda,,51.5719149,4.768323,"Breda, Netherlands",
18,18,22,Chambly,s_id,45.4391627,-73.2902463,"Chambly, QC, s_id",QC
19,19,23,Boulder,s_id,40.0149856,-105.2705456,"Boulder, CO, s_id",CO
20,20,24,Peeblesshire,,55.378051,-3.435973,"Peeblesshire, UK",UK
21,21,25,"Ipswich, Suffolk",GB,52.056736,1.14822,"Ipswich, Suffolk, GB",
22,22,26,Munster,s_id,41.5644798,-87.5125412,"Munster, IN, s_id",IN
23,23,27,,,,,,
24,24,31,Münster,,51.9606649,7.6261347,"Münster, Germany",Germany
25,25,32,Bremen,s_id,53.07929619999999,8.8016937,"Bremen, s_id",
26,26,34,,,,,,
27,27,35,Jamaica Plain,,42.3132414,-71.1141118,Jamaica Plain,
28,28,36,Ronchin Lille,,50.6026398,3.0898445,Ronchin Lille,
29,29,38,,,,,,
30,30,39,Aying,,47.97002089999999,11.7765993,Aying,
31,31,40,Duisburg,,51.4344079,6.762329299999999,Duisburg,
32,32,41,Oud-Turnhout,,51.3179033,4.982241999999999,Oud-Turnhout,
33,33,42,Cooperstown,,42.7006303,-74.924321,Cooperstown,
34,34,43,Portland,,45.515232,-122.6783853,Portland,
35,35,45,Brooklyn,,40.6781784,-73.9441579,Brooklyn,
36,36,48,Ertvelde,,51.1787632,3.7466865,Ertvelde,
37,37,49,,,,,,
38,38,51,,,,,,
39,39,52,Westport,,41.1414717,-73.3579049,Westport,
40,40,53,Glasgow,,55.86167039999999,-4.2583345,Glasgow,
41,41,54,Moultonborough,,43.7551145,-71.3965306,Moultonborough,
42,42,55,,,,,,
43,43,56,Austin,,30.267153,-97.7430608,Austin,
44,44,57,Monterrey (Nuevo León),,25.6866142,-100.3161126,Monterrey (Nuevo León),
45,45,58,Arequipa,,-16.4090474,-71.537451,Arequipa,
46,46,59,Lowell,,42.6334247,-71.3161718,Lowell,
47,47,60,Milford,US,42.59063219999999,-74.9451573,"Milford, NY, US",NY
48,48,61,Pawcatuck,,41.3773218,-71.8336802,Pawcatuck,
49,49,64,Milton,,42.2495321,-71.0661653,Milton,
50,50,65,Ipswich,,52.056736,1.14822,Ipswich,
51,51,67,Brisbane,,-27.4704528,153.0260341,Brisbane,
52,52,68,Frederick,,39.41426879999999,-77.4105409,Frederick,
53,53,69,Frederick,,39.41426879999999,-77.4105409,Frederick,
54,54,70,,,,,,
55,55,71,London,,51.5072178,-0.1275862,London,
56,56,72,Kelheim,,48.9175771,11.8931689,Kelheim,
57,57,73,Cleveland,,41.49932,-81.6943605,Cleveland,
58,58,74,Portland,,45.515232,-122.6783853,Portland,
59,59,75,Ciudad De México (Estado de México),,19.4968732,-99.7232673,Ciudad De México (Estado de México),
60,60,76,München,,48.1351253,11.5819806,München,
61,61,77,Watertown,,43.9747838,-75.9107565,Watertown,
62,62,78,,,,,,
63,63,79,,,,,,
64,64,81,Zoeterwoude,,52.1216782,4.4967413,Zoeterwoude,
65,65,82,,,,,,
66,66,84,Hallein,,47.68248000000001,13.10037,Hallein,
67,67,85,South Windsor,,41.8489872,-72.5717551,South Windsor,
68,68,86,,,,,,
69,69,87,,,,,,
70,70,88,Stevens Point,,44.52357920000001,-89.574563,Stevens Point,
71,71,89,Halifax,,44.6475811,-63.5727683,"Halifax, NS",NS
72,72,90,Horsham,,51.062883,-0.325858,"Horsham, GB2",GB2
73,73,91,Bangalore,,12.9715987,77.5945627,Bangalore,
74,74,92,San Salvador,,13.6929403,-89.2181911,San Salvador,
75,75,93,,,,,,
76,76,94,Bridgewaters Corners,,43.6199134,-72.6653771,"Bridgewaters Corners, VT",VT
77,77,96,South Burlington,US,44.4669941,-73.1709604,"South Burlington, US",
78,78,98,Boston,US,42.3600825,-71.0588801,"Boston, MA, US",MA
79,79,100,Brattleboro,US,42.8509152,-72.5578678,"Brattleboro, VT, US",VT
80,80,101,Stamford,GB,52.65128199999999,-0.480216,"Stamford, GB2, GB",GB2
81,81,102,,,,,,
82,82,105,Milwaukee,US,43.0389025,-87.9064736,"Milwaukee, WI, US",WI
83,83,106,Woodridge,US,41.7469749,-88.0503406,"Woodridge, IL, US",IL
84,84,108,,,,,,
85,85,109,"Burnley, Lancashire",GB,53.7892877,-2.2405035,"Burnley, Lancashire, GB2, GB",GB2
86,86,110,,,,,,
87,87,111,,,,,,
88,88,112,Fort Bragg,US,39.445723,-123.8052935,"Fort Bragg, CA, US",CA
89,89,113,Tadcaster,GB,53.883551,-1.260889,"Tadcaster, GB2, GB",GB2
90,90,114,,,,,,
91,91,115,Derry,US,42.8806437,-71.3273346,"Derry, NH, US",NH
92,92,116,Pittsfield,US,42.4500845,-73.2453824,"Pittsfield, MA, US",MA
93,93,117,,,,,,
94,94,119,Middlebury,US,44.0153371,-73.16734,"Middlebury, VT, US",VT
95,95,120,Paderborn,DE,51.7189205,8.757509299999999,"Paderborn, DE",
96,96,122,Utica,US,43.100903,-75.232664,"Utica, NY, US",NY
97,97,124,München,DE,48.1351253,11.5819806,"München, DE",
98,98,125,Pittsburgh,US,40.44062479999999,-79.9958864,"Pittsburgh, PA, US",PA
99,99,126,San Antonio,US,29.4251905,-98.4945922,"San Antonio, TX, US",TX
100,100,127,Portland,US,45.515232,-122.6783853,"Portland, OR, US",OR
101,101,128,Marktoberdorf,DE,47.779563,10.6183077,"Marktoberdorf, DE",
102,102,131,Rockland,ME,44.1036914,-69.1089293,"Rockland, ME, s_id",
103,103,132,Newport,OR,44.6367836,-124.0534505,"Newport, OR, s_id",
104,104,133,,,,,,
105,105,137,Bangor,s_id,44.8016128,-68.7712257,"Bangor, ME, s_id",ME
106,106,138,"Faversham, Kent",GB,51.315994,0.889358,"Faversham, Kent, GB",
107,107,139,Portland,s_id,43.6590993,-70.2568189,"Portland, ME, s_id",ME
108,108,140,Chico,s_id,39.7284944,-121.8374777,"Chico, CA, s_id",CA
109,109,141,Hampton,s_id,42.93759319999999,-70.8389219,"Hampton, NH, s_id",NH
110,110,142,München,,48.1351253,11.5819806,"Munich, Germany",
111,111,143,Shiner,s_id,29.4291304,-97.1705425,"Shiner, TX, s_id",TX
112,112,144,Glendale,s_id,43.135288,-87.9356423,"Glendale, WI, s_id",WI
113,113,145,New York,s_id,40.7127753,-74.0059728,"New York, NY, s_id",NY
114,114,146,Modesto,s_id,37.6392595,-120.9970014,"Modesto, CA, s_id",CA
115,115,147,Escondido,s_id,33.1192068,-117.086421,"Escondido, CA, s_id",CA
116,116,148,"Dunbar, East Lothian",GB,56.002087,-2.516737,"Dunbar, East Lothian, GB",
117,117,149,Rebecq-Quenast,s_id,50.6922813,4.1236635,"Rebecq-Quenast, s_id",
118,118,150,Wilkes-Barre,s_id,41.2459149,-75.8813075,"Wilkes-Barre, PA, s_id",PA
119,119,152,London,,51.5072178,-0.1275862,"London, UK",UK
120,120,154,Waltham,s_id,42.3764852,-71.2356113,"Waltham, MA, s_id",MA
121,121,155,Guelph,s_id,43.5448048,-80.2481666,"Guelph, ON, s_id",ON
122,122,156,Idaho Springs,s_id,39.7424881,-105.5136081,"Idaho Springs, CO, s_id",CO
123,123,157,Solon,s_id,41.8072031,-91.4941481,"Solon, IA, s_id",IA
124,124,158,Denver,s_id,39.7392358,-104.990251,"Denver, CO, s_id",CO
125,125,159,Burton-on-Trent,s_id,52.81402809999999,-1.6371359,"Burton-on-Trent, GB2, s_id",GB2
126,126,160,Witney,s_id,51.7859365,-1.4850544,"Witney, GB2, s_id",GB2
127,127,161,Cape Canaveral,s_id,28.3922182,-80.6077132,"Cape Canaveral, FL, s_id",FL
128,128,162,Ipswich,s_id,42.6791832,-70.8411558,"Ipswich, MA, s_id",MA
129,129,163,Amsterdam,s_id,52.3675734,4.9041389,"Amsterdam, s_id",
130,130,164,Lewes,s_id,50.87387200000001,0.00878,"Lewes, GB2, s_id",GB2
131,131,166,Palm Springs,s_id,33.8302961,-116.5452921,"Palm Springs, CA, s_id",CA
132,132,167,Vysoky Chlumec,s_id,49.617657,14.389767,"Vysoky Chlumec, s_id",
133,133,169,Leuven,s_id,50.8822871,4.7137645,"Leuven, s_id",
134,134,170,Portland,s_id,43.6590993,-70.2568189,"Portland, ME, s_id",ME
135,135,171,,,,,,
136,136,172,Meschede-Grevenstein,s_id,51.3007011,8.128978,"Meschede-Grevenstein, s_id",
137,137,174,Saint Louis,s_id,38.6270025,-90.1994042,"Saint Louis, MO, s_id",MO
138,138,175,,,,,,
139,139,176,Würzburg,s_id,49.79130439999999,9.9533548,"Würzburg, s_id",
140,140,177,,,,,,
141,141,178,Manchester,,53.4807593,-2.2426305,"Manchester, UK",UK
142,142,180,Melle,,51.0036374,3.8005343,"Melle, Belgum",
143,143,182,Pottsville,s_id,40.6856456,-76.195499,"Pottsville, PA, s_id",PA
144,144,184,Berkel-Enschot,s_id,51.5878583,5.1465219,"Berkel-Enschot, s_id",
145,145,185,Drammen,s_id,59.7440738,10.2044564,"Drammen, s_id",
146,146,186,Hradec Králové,s_id,50.2103605,15.825211,"Hradec Králové, s_id",
147,147,187,Vlezenbeek,s_id,50.80784999999999,4.23213,"Vlezenbeek, s_id",
148,148,189,Harare,s_id,-17.8262928,31.0503723,"Harare, s_id",
149,149,190,Wambeek,s_id,50.85324840000001,4.1628356,"Wambeek, s_id",
150,150,193,Boonville,s_id,39.0089749,-123.3671551,"Boonville, CA, s_id",CA
151,151,194,Montréal,s_id,45.5018869,-73.5673919,"Montréal, QC, s_id",QC
152,152,195,Sint-Gillis-Waas,s_id,51.219922,4.1242431,"Sint-Gillis-Waas, s_id",
153,153,198,Maastricht,,50.8513682,5.6909725,"Maastricht, Netherlands",
154,154,199,San Diego,s_id,32.715738,-117.1610838,"San Diego, CA, s_id",CA
155,155,200,,,,,,
156,156,201,Esen,,51.0294434,2.9021449,"Esen, Belgium",
157,157,202,Buggenhout,s_id,51.0153863,4.202132000000001,"Buggenhout, s_id",
158,158,204,Netanya,s_id,32.321458,34.853196,"Netanya, s_id",
159,159,205,Hayward,s_id,37.6687665,-122.0809964,"Hayward, CA, s_id",CA
160,160,206,Silver Spring,s_id,38.99066570000001,-77.026088,"Silver Spring, MD, s_id",MD
161,161,207,Rochefort,,50.16035609999999,5.221546,"Rochefort, Belgium",
162,162,210,Amherst,s_id,42.3732216,-72.5198537,"Amherst, MA, s_id",MA
163,163,211,Waltham,s_id,42.3764852,-71.2356113,"Waltham, MA, s_id",MA
164,164,212,Emelgem,s_id,50.9271506,3.2178679,"Emelgem, s_id",
165,165,213,Providence,s_id,41.8239891,-71.4128343,"Providence, RI, s_id",RI
166,166,214,Brugge,s_id,51.2091807,3.2247552,"Brugge, s_id",
167,167,215,Baileux (Chimay),s_id,50.02871,4.37605,"Baileux (Chimay), s_id",
168,168,217,Dentergem,s_id,50.96344310000001,3.4190114,"Dentergem, s_id",
169,169,218,Antwerpen,s_id,51.2213404,4.4051485,"Antwerpen, s_id",
170,170,219,Davis,s_id,38.5449065,-121.7405167,"Davis, CA, s_id",CA
171,171,220,Petaluma,s_id,38.232417,-122.6366524,"Petaluma, CA, s_id",CA
172,172,221,Kingston,,18.0178743,-76.8099041,"Kingston, JM",
173,173,222,Breendonk-Puurs,s_id,51.04309,4.322039999999999,"Breendonk-Puurs, s_id",
174,174,223,Bellegem-Kortrijk,s_id,50.77660299999999,3.2784441,"Bellegem-Kortrijk, s_id",
175,175,224,Bremen,s_id,53.07929619999999,8.8016937,"Bremen, s_id",
176,176,225,Amherst,s_id,42.3732216,-72.5198537,"Amherst, MA, s_id",MA
177,177,226,Bolton,s_id,42.43342579999999,-71.6078449,"Bolton, MA, s_id",MA
178,178,227,Braintree,s_id,42.2079017,-71.0040013,"Braintree, MA, s_id",MA
179,179,228,Leominster,s_id,42.5250906,-71.759794,"Leominster, MA, s_id",MA
180,180,230,Great Barrington,s_id,42.1959798,-73.362008,"Great Barrington, MA, s_id",MA
181,181,231,Greenfield,s_id,42.587915,-72.5994104,"Greenfield, MA, s_id",MA
182,182,232,Hyannis,s_id,41.6524911,-70.2881124,"Hyannis, MA, s_id",MA
183,183,233,Marlborough,s_id,42.3459271,-71.5522874,"Marlborough, MA, s_id",MA
184,184,234,Natick,s_id,42.2775281,-71.3468091,"Natick, MA, s_id",MA
185,185,235,Northampton,s_id,42.3250896,-72.6412013,"Northampton, MA, s_id",MA
186,186,236,Oak Bluffs,s_id,41.4542793,-70.5619724,"Oak Bluffs, MA, s_id",MA
187,187,237,Quincy,s_id,42.2528772,-71.0022705,"Quincy, MA, s_id",MA
188,188,241,,,,,,
189,189,242,,,,,,
190,190,243,,,,,,
191,191,244,,,,,,
192,192,245,,,,,,
193,193,246,,,,,,
194,194,248,,,,,,
195,195,249,,,,,,
196,196,250,,,,,,
197,197,251,,,,,,
198,198,252,Freising,s_id,48.401454,11.7413524,"Freising, s_id",
199,199,253,Portland,s_id,43.6590993,-70.2568189,"Portland, ME, s_id",ME
200,200,256,Eureka,s_id,40.8020712,-124.1636729,"Eureka, CA, s_id",CA
201,201,257,Irwindale,s_id,34.1069527,-117.9353413,"Irwindale, CA, s_id",CA
202,202,261,Nantucket,s_id,41.28394,-70.0999891,"Nantucket, MA, s_id",MA
203,203,263,Bamberg,s_id,49.8988135,10.9027636,"Bamberg, s_id",
204,204,266,Blue Lake,s_id,40.8829072,-123.9839488,"Blue Lake, CA, s_id",CA
205,205,267,Fort Collins,s_id,40.5852602,-105.084423,"Fort Collins, CO, s_id",CO
206,206,270,St Thomas,,18.3380965,-64.8940946,"St Thomas, Virgin Islands",Virgin Islands
207,207,271,,,,,,
208,208,272,Champs Fleurs,,10.6603665,-61.4289561,"Champs Fleurs, trinidad",
209,209,273,Atlanta,s_id,33.748752,-84.3876845,"Atlanta, GA, s_id",GA
210,210,274,,,,,,
211,211,276,,,,,,
212,212,277,,,,,,
213,213,278,,,,,,
214,214,279,,,,,,
215,215,280,,,,,,
216,216,282,Shrewsbury,s_id,42.2959267,-71.7128471,"Shrewsbury, GB2, s_id",GB2
217,217,283,Oudenaarde,s_id,50.8459459,3.6023525,"Oudenaarde, s_id",
218,218,284,Tokyo-to Tokyo-shi,s_id,35.6764225,139.650027,"Tokyo-to Tokyo-shi, s_id",
219,219,285,Vorchdorf,s_id,48.0032901,13.925147,"Vorchdorf, s_id",
220,220,286,Romsey,,50.98893,-1.49658,"Romsey, UK",UK
221,221,287,Kalamazoo,s_id,42.2917069,-85.5872286,"Kalamazoo, MI, s_id",MI
222,222,288,Köln,s_id,50.937531,6.9602786,"Köln, s_id",
223,223,289,San Antonio,s_id,29.4251905,-98.4945922,"San Antonio, TX, s_id",TX
224,224,290,Frankfurt am Main,s_id,50.1109221,8.6821267,"Frankfurt am Main, s_id",
225,225,291,Chicago,s_id,41.8781136,-87.6297982,"Chicago, IL, s_id",IL
226,226,292,Tokyo-to Tokyo-shi,s_id,35.6764225,139.650027,"Tokyo-to Tokyo-shi, s_id",
227,227,294,Cropton,s_id,54.29134810000001,-0.8378211,"Cropton, GB2, s_id",GB2
228,228,295,Buttenheim,s_id,49.8043379,11.0307407,"Buttenheim, s_id",
229,229,296,"Bungay, Suffolk",GB,52.455457,1.443976,"Bungay, Suffolk, GB",
230,230,297,Belfast,s_id,54.59728500000001,-5.93012,"Belfast, GB5, s_id",GB5
231,231,298,"Coniston, Cumbria",GB,54.369071,-3.07587,"Coniston, Cumbria, GB",
232,232,299,Boston,s_id,42.3600825,-71.0588801,"Boston, MA, s_id",MA
233,233,300,,,,,,
234,234,301,Vialonga,s_id,38.8717726,-9.0778177,"Vialonga, s_id",
235,235,302,Rochester,s_id,43.15657789999999,-77.6088465,"Rochester, NY, s_id",NY
236,236,303,České Budějovice,s_id,48.9756578,14.480255,"České Budějovice, s_id",
237,237,304,Ceske Budejovice,s_id,48.9756578,14.480255,"Ceske Budejovice, s_id",
238,238,305,,,,,,
239,239,306,Golden,s_id,39.755543,-105.2210997,"Golden, CO, s_id",CO
240,240,307,Cork,s_id,51.8985143,-8.4756035,"Cork, s_id",
241,241,308,,,,,,
242,242,309,Jenlain,s_id,50.312073,3.627717,"Jenlain, s_id",
243,243,310,,,,,,
244,244,311,,,,,,
245,245,312,,,,,,
246,246,313,Westvleteren,s_id,50.8956974,2.7199924,"Westvleteren, s_id",
247,247,314,Sikkim,s_id,27.3516407,88.32393090000001,"Sikkim, s_id",
248,248,316,,,,,,
249,249,317,,,,,,
250,250,319,Linz,s_id,48.30694,14.28583,"Linz, s_id",
251,251,320,Milwaukee,s_id,43.0389025,-87.9064736,"Milwaukee, WI, s_id",WI
252,252,321,Achouffe,,50.14958,5.74086,"Achouffe, Belgium",Belgium
253,253,322,Oudenaarde,s_id,50.8459459,3.6023525,"Oudenaarde, s_id",
254,254,323,Alva,,56.152958,-3.799375,"Alva, UK",UK
255,255,324,San Antonio,s_id,29.4251905,-98.4945922,"San Antonio, TX, s_id",TX
256,256,325,,,,,,
257,257,326,,,,,,
258,258,327,,,,,,
259,259,328,,,,,,
260,260,329,,,,,,
261,261,331,,,,,,
262,262,332,,,,,,
263,263,334,,,,,,
264,264,335,Holland,s_id,42.7875235,-86.1089301,"Holland, MI, s_id",MI
265,265,336,,,,,,
266,266,337,Houston,s_id,29.7604267,-95.3698028,"Houston, TX, s_id",TX
267,267,338,Lincolnville,s_id,44.2811973,-69.0087018,"Lincolnville, ME, s_id",ME
268,268,339,Somerdale,s_id,39.8440027,-75.0226691,"Somerdale, NJ, s_id",NJ
269,269,340,,,,,,
270,270,341,Columbus,,39.9611755,-82.9987942,Columbus,
271,271,343,Norwich,,52.6292567,1.2978802,Norwich,
272,272,344,Wilmington,,34.2103894,-77.8868117,Wilmington,
273,273,345,Downingtown,,40.0064958,-75.7032742,Downingtown,
274,274,346,,,,,,
275,275,347,Bar Harbor,,44.3876119,-68.2039123,Bar Harbor,
276,276,348,Bar Harbor,,44.3876119,-68.2039123,Bar Harbor,
277,277,349,,,,,,
278,278,350,Coeur d'Alene,,47.6734632,-116.7812225,Coeur d'Alene,
279,279,351,Spokane,,47.6579711,-117.4235319,Spokane,
280,280,352,"Bridport, Dorset",GB2,50.7335769,-2.758301,"Bridport, Dorset, GB2",
281,281,353,Southbank,,51.503728,-0.1116764,Southbank,
282,282,354,Mooresville,,35.5820319,-80.8140473,Mooresville,
283,283,355,Mandaluyong City,,14.5794443,121.0359174,Mandaluyong City,
284,284,357,Woodbridge,,40.5575986,-74.2846022,Woodbridge,
285,285,359,Masham Ripon Yorkshire,,54.22334,-1.655749,Masham Ripon Yorkshire,
286,286,360,Warstein,,51.4491749,8.3557715,Warstein,
287,287,361,Bend,,44.0581728,-121.3153096,Bend,
288,288,362,,,,,,
289,289,363,Seattle,,47.6061389,-122.3328481,Seattle,
290,290,364,Seattle,,47.6061389,-122.3328481,Seattle,
291,291,365,Seattle,,47.6061389,-122.3328481,Seattle,
292,292,367,Bangkok,,13.7563309,100.5017651,Bangkok,
293,293,368,Middleton,,43.09721740000001,-89.5042876,Middleton,
294,294,369,Birmingham,,52.48624299999999,-1.890401,Birmingham,
295,295,370,Birmingham,,52.48624299999999,-1.890401,Birmingham,
296,296,371,Montgomery,,32.3792233,-86.3077368,Montgomery,
297,297,373,,,,,,
298,298,375,Anchorage,,61.2175758,-149.8996785,Anchorage,
299,299,376,,,,,,
300,300,377,Anchorage,,61.2175758,-149.8996785,Anchorage,
301,301,378,Bar Harbor,,44.3876119,-68.2039123,Bar Harbor,
302,302,379,Saint John,,45.2733153,-66.0633081,Saint John,
303,303,380,Bénifontaine,,50.485569,2.830725,Bénifontaine,
304,304,381,Anchorage,,61.2175758,-149.8996785,Anchorage,
305,305,383,Del Valle,,30.2091069,-97.6472349,Del Valle,
306,306,384,Knoxville,,35.9606384,-83.9207392,Knoxville,
307,307,386,Anchorage,,61.2175758,-149.8996785,Anchorage,
308,308,387,Woodland,US,38.67851570000001,-121.7732971,"Woodland, CA, US",CA
309,309,388,Brussels,,50.8476424,4.3571696,Brussels,
310,310,390,Greenwood,US,39.6136578,-86.10665259999999,"Greenwood, IN, US",IN
311,311,391,Calgary,,51.04473309999999,-114.0718831,Calgary,
312,312,393,Ocean Township,,40.2645806,-74.0420699,Ocean Township,
313,313,394,Adamstown,,-25.0662051,-130.0996638,Adamstown,
314,314,395,Louisville,,38.2526647,-85.7584557,Louisville,
315,315,396,San Diego,,32.715738,-117.1610838,San Diego,
316,316,398,,,,,,
317,317,400,Belfast,,54.59728500000001,-5.93012,Belfast,
318,318,401,St. Petersburg,,59.9310584,30.3609097,St. Petersburg,
319,319,402,Dover,,51.1278758,1.3134027,Dover,
320,320,403,Portland,,45.515232,-122.6783853,Portland,
321,321,404,New Orleans,,29.95106579999999,-90.0715323,New Orleans,
322,322,405,Brooklyn,,40.6781784,-73.9441579,Brooklyn,
323,323,407,Fairbanks,,64.8400511,-147.7199756,Fairbanks,
324,324,409,San Luis Obispo,,35.2827524,-120.6596156,San Luis Obispo,
325,325,410,Creighton,,41.2655521,-95.9463862,Creighton,
326,326,412,Kulmbach,,50.1039282,11.4448178,Kulmbach,
327,327,414,North Little Rock,,34.756104,-92.2677497,North Little Rock,
328,328,415,Guelph,,43.5448048,-80.2481666,Guelph,
329,329,417,New Ulm,,44.3144394,-94.4593018,New Ulm,
330,330,418,Longmont,,40.1672068,-105.1019275,Longmont,
331,331,419,Bozeman,,45.67931189999999,-111.037259,Bozeman,
332,332,420,Fort Mitchell,,39.0472046,-84.5599169,Fort Mitchell,
333,333,422,Oconomowoc,,43.1114407,-88.4994512,Oconomowoc,
334,334,424,Cleveland,,41.49932,-81.6943605,Cleveland,
335,335,425,Fort Collins,,40.5852602,-105.084423,Fort Collins,
336,336,426,Alloa,,56.114073,-3.791896,Alloa,
337,337,427,Burton-on-Trent,,52.81402809999999,-1.6371359,Burton-on-Trent,
338,338,430,Lexington,,38.0405837,-84.5037164,Lexington,
339,339,431,Cincinnati,,39.1031182,-84.5120196,Cincinnati,
340,340,432,Nashville,,36.1626638,-86.7816016,Nashville,
341,341,433,Etobicoke,,43.6204946,-79.5131983,Etobicoke,
342,342,434,Toledo,,41.6528052,-83.5378674,Toledo,
343,343,435,Monroe,US,42.60111939999999,-89.6384532,"Monroe, WI, US",WI
344,344,436,Alken,,50.8891784,5.306757999999999,Alken,
345,345,439,S. Mamede de Infesta,,41.1914703,-8.6133188,S. Mamede de Infesta,
346,346,440,Moscow,,55.755826,37.6173,Moscow,
347,347,442,Milwaukee,,43.0389025,-87.9064736,Milwaukee,
348,348,444,,,,,,
349,349,446,Williamsburg,,37.2707022,-76.7074571,Williamsburg,
350,350,447,San Antonio,,29.4251905,-98.4945922,San Antonio,
351,351,450,Philadelphia,,39.9525839,-75.1652215,Philadelphia,
352,352,451,North Conway,,44.0536805,-71.1284041,North Conway,
353,353,452,Manteo,,35.9082256,-75.6757302,Manteo,
354,354,455,Creemore,,44.3272376,-80.1061859,Creemore,
355,355,456,Providence,,41.8239891,-71.4128343,Providence,
356,356,457,Moncton,,46.0878165,-64.7782313,Moncton,
357,357,459,Traverse City,,44.7630567,-85.6206317,Traverse City,
358,358,460,Long Beach,,33.7700504,-118.1937395,Long Beach,
359,359,461,Kearney,US,40.69933030000001,-99.0816784,"Kearney, NE, US",NE
360,360,462,Sackets Harbor,,43.9461707,-76.1190929,Sackets Harbor,
361,361,463,San Francisco,,37.7749295,-122.4194155,San Francisco,
362,362,464,Grafenhausen-Rothaus,,47.7950939,8.2349444,Grafenhausen-Rothaus,
363,363,465,Sandpoint,,48.276577,-116.553465,Sandpoint,
364,364,467,Saint Paul,US,44.9537029,-93.0899578,"Saint Paul, MN, US",MN
365,365,468,Saint Paul,US,44.9537029,-93.0899578,"Saint Paul, MN, US",MN
366,366,470,Dinant,,50.2607382,4.9122308,Dinant,
367,367,471,Bamberg,,49.8988135,10.9027636,Bamberg,
368,368,474,Gurgaon,,28.4594965,77.0266383,Gurgaon,
369,369,476,"Maidstone, Kent",GB2,51.270363,0.522699,"Maidstone, Kent, GB2",
370,370,477,Willimantic,,41.7106543,-72.2081338,Willimantic,
371,371,478,London,,51.5072178,-0.1275862,London,
372,372,479,London,,51.5072178,-0.1275862,London,
373,373,480,Springfield,US,44.0462362,-123.0220289,"Springfield, OR, US",OR
374,374,481,Stuttgart,,48.7758459,9.1829321,Stuttgart,
375,375,482,Bergen,,60.39126279999999,5.3220544,Bergen,
376,376,483,Sandefjord,,59.1313095,10.2165948,Sandefjord,
377,377,484,Janesville,,42.6827885,-89.0187222,Janesville,
378,378,485,Arcata,,40.8665166,-124.0828396,Arcata,
379,379,486,Richmond,,51.46131099999999,-0.303742,Richmond,
380,380,487,Tampa,,27.9516896,-82.4587527,Tampa,
381,381,488,Divide,US,38.9422556,-105.1576396,"Divide, CO, US",CO
382,382,489,Amsterdam,,52.3675734,4.9041389,Amsterdam,
383,383,490,Brighton,,40.60384,-111.5821429,Brighton,
384,384,491,Leabrook,,-34.9302852,138.6513384,Leabrook,
385,385,492,Victoria,,-36.9847807,143.3906074,Victoria,
386,386,493,Bangkok,,13.7563309,100.5017651,Bangkok,
387,387,494,Camperdown,,-33.8862243,151.1791091,Camperdown,
388,388,495,Lake Oswego,,45.4192504,-122.6629863,Lake Oswego,
389,389,497,Amersfoort,,52.1561113,5.387826599999999,Amersfoort,
390,390,499,Den Haag,,52.0704978,4.3006999,Den Haag,
391,391,500,Paramaribo,,5.8520355,-55.2038278,Paramaribo,
392,392,501,Bekasi Timur,,-6.2491162,107.013564,Bekasi Timur,
393,393,502,Surabaya,,-7.2574719,112.7520883,Surabaya,
394,394,503,Budapest,,47.497912,19.040235,Budapest,
395,395,505,Maastricht,,50.8513682,5.6909725,Maastricht,
396,396,507,Gulpen,,50.8155841,5.891409299999999,Gulpen,
397,397,508,Ermelo,,52.2986655,5.6296194,Ermelo,
398,398,509,Haarlem,,52.3873878,4.6462194,Haarlem,
399,399,510,Beek,NL,50.9393162,5.7956471,"Beek, NL",
400,400,511,Nijmegen,,51.8432807,5.8609313,Nijmegen,
401,401,513,Volkel,,51.6428528,5.654603499999999,Volkel,
402,402,514,Haarlem,,52.3873878,4.6462194,Haarlem,
403,403,516,s-Hertogenbosch,,51.6978162,5.3036748,s-Hertogenbosch,
404,404,518,Valkenburg Aan De Geul,,50.86847710000001,5.826448,Valkenburg Aan De Geul,
405,405,519,Oss,NL,51.7611801,5.5140482,"Oss, NL",
